v1,v2,v3,v4,v5,v6
-0.8788574972312713,3.0687,0.68604,0.80731,-1.202,-0.5558
0.5788265669264616,3.0439,-3.4816,-2.7836,-0.5741,1.7317
-1.3975006110050057,7.2073,-1.6814,-0.94742,-2.8149,0.0199
0.06052283730185504,3.6812,-0.60008,-4.0133,-0.6117,0.7327
-1.408539895558071,1.6285,-0.88541,-1.4802,-1.8299,-0.9872
1.0031152274295716,-4.0061,1.7956,0.91722,1.9632,0.0431
-1.3812885379428095,-0.95602,2.7073,-0.16639,-0.6964,-2.0662
-1.2109385979738603,-0.60424,2.6045,1.3776,-0.5994,-1.8225
-0.31621688199737263,9.7546,-3.1749,-2.9957,-2.4144,1.782
-0.8354623815917254,-2.2535,1.518,0.61981,-0.1938,-1.4771
1.4132462627412008,7.2756,1.1504,-0.5388,0.552,2.2745
-1.3313636648926355,-3.7971,3.4391,-0.12501,-0.074,-2.5887
0.4408473752952268,-13.0634,17.1116,-2.8017,5.8227,-4.941
-1.4062900789290662,2.7645,-0.62578,-2.8573,-1.9461,-0.8665
0.8062047195538666,-0.1759,5.1827,1.2922,1.8691,-0.2567
-0.4656249173119099,10.8161,-3.3,-4.2888,-2.748,1.8168
0.5251029301916648,5.9409,-2.8544,-0.60863,-0.9369,1.9871
-1.3590224817216265,10.8223,2.6439,-4.837,-2.4536,-0.2645
1.3425986244022252,7.4432,0.41099,-3.0332,0.3083,2.3769
-0.8139841044619907,5.6222,0.27561,-1.1556,-1.6022,-0.0258
1.320341543509298,1.3864,5.2727,-0.43536,2.1669,0.4738
-0.8074908614399772,1.5664,7.5382,0.78403,0.4652,-2.0802
-1.3539035942448314,-1.5147,1.219,0.44524,-0.8829,-1.8249
0.4903904340015485,5.3905,-2.4037,-0.061652,-0.7989,1.7797
-0.8863875438236694,-1.5706,2.4357,0.49826,-0.1637,-1.6091
-1.2171119495666742,-6.8824,5.4681,0.057313,0.9089,-3.3431
-1.3503397042015322,-10.8679,9.4926,-1.4116,2.1784,-4.879
-1.0459805798006294,-3.4143,2.7742,-0.2026,0.021,-2.113
-1.2293181565092992,-9.0883,9.2416,-0.10432,1.9822,-4.4409
-0.11117080487303099,-12.8047,15.6824,-1.281,4.946,-5.1684
1.400531795590957,8.1261,0.13081,-5.0142,0.2078,2.5933
1.2695873660969283,-4.4552,4.5718,-0.9888,2.8522,-0.3131
-1.3116496622831322,1.2395,1.997,2.1547,-1.0982,-1.5251
1.2338313956013425,4.2855,-4.8457,-2.9013,-0.3781,2.8458
0.5891515908368874,7.7557,-0.16823,-3.0771,-0.6078,1.7862
1.299473530165302,0.7098,0.7572,-0.4444,1.3444,1.2545
0.3969554983974613,5.5788,-2.4089,-0.056479,-0.9216,1.7156
0.9231125750392969,7.8612,-0.87598,-3.5569,-0.4313,2.2775
0.6544064414780029,2.6528,-2.7756,-0.65647,-0.2986,1.6074
0.6096457312617989,8.871,-2.3386,-0.75604,-1.1887,2.408
-0.2538893671259548,2.599,2.0938,0.20085,-0.225,-0.2828
1.043014452113323,-5.5871,8.6564,-1.722,3.6124,-1.5263
-0.6521600000010352,8.5978,-2.9375,-1.281,-2.5293,1.225
0.4712146236618305,-0.25246,5.1707,1.0763,1.5432,-0.6008
-0.7434088225064485,1.552,7.0806,1.031,0.4399,-1.9267
-1.0024007820694614,1.0636,-0.71232,-0.8388,-1.3044,-0.7004
-1.3352297605150012,3.0129,0.72888,0.56421,-1.6414,-1.0291
0.776671723624911,-0.76978,5.5854,1.3039,2.0092,-0.4559
1.4031408983085742,10.3878,-1.4029,-3.9151,-0.4356,3.2419
-0.7764309953393714,-0.50491,2.6328,0.53705,-0.1741,-1.3787
-1.327698724912317,-0.49457,1.333,1.6543,-0.9869,-1.6685
-0.4237219266839187,3.9958,-0.35845,-3.9047,-1.0948,0.2473
1.149502050868602,-3.3584,1.3749,1.3569,1.9282,0.3708
-1.2326597856964834,-8.6475,7.6796,-0.66682,1.6004,-4.0657
0.8796409997284053,8.7489,-1.2641,-1.3858,-0.6855,2.4448
-1.4108881410418594,0.78425,1.1033,1.7008,-1.3079,-1.5139
-1.4141999070713172,-4.8359,6.6479,-0.060358,0.6408,-3.4692
-0.5057101657133334,-0.031048,0.32616,1.1151,-0.4358,-0.5756
-1.376293918935184,-6.8969,5.5992,-0.47156,0.7781,-3.5307
0.9360918280362929,6.1975,1.099,-1.131,0.2263,1.6459
0.5771697243077312,8.1654,-0.023425,-2.2586,-0.6523,1.8067
1.3901082611227826,0.99945,-2.2126,0.097399,0.7977,1.9825
-0.8092314765901087,2.3134,-0.44499,-1.4905,-1.2452,-0.3732
-0.004790135515063354,1.5478,0.041694,1.9284,-0.2286,0.219
-1.4090222897857472,10.1477,-3.9366,-4.0728,-3.7185,0.9005
0.07010845245093034,3.5364,0.57551,0.41938,-0.3452,0.4855
-0.06275747961966838,4.898,-0.92311,-5.0801,-0.9821,0.8566
1.4140718226474451,9.0862,-1.2281,-1.4996,-0.1945,3.0226
-1.3882831773690312,9.5911,-3.9032,-3.3487,-3.6076,0.831
-1.2046224956829275,-4.0951,4.367,1.0698,0.283,-2.6923
-1.1778785336881237,3.4329,-1.2144,-2.3789,-1.9357,-0.4201
1.3815016792834376,7.7846,-0.28219,-2.6608,0.1574,2.6056
-0.4562463795577699,-13.6593,17.6052,-2.4927,5.1137,-6.0262
1.4096340164772383,0.17174,-1.7859,0.36119,1.0267,1.7926
-1.4140667521823895,-3.2902,3.1674,1.0866,-0.2871,-2.5411
-1.1605373872748932,-5.823,5.8699,1.212,0.8869,-3.208
0.9804092990000873,2.2948,3.2403,0.18404,1.2842,0.6766
1.2336334561118165,9.2186,-3.2863,-4.8448,-0.8064,3.2737
0.9849875187935218,-1.0243,-0.94024,0.64955,0.9506,1.0194
0.038840964528888966,2.5349,-3.0464,-1.2629,-0.9507,1.0284
0.9207532987241654,0.48213,4.7449,1.225,1.7974,0.0441
-1.3588266987809763,1.2767,-0.64206,-1.2642,-1.6787,-1.0389
-1.3427367547334383,6.8576,-1.1622,0.28231,-2.6038,-0.0817
-1.2954160013401093,-5.3036,3.8803,-0.70432,0.2762,-2.867
-0.4471334485571198,-5.974,10.0916,-0.82846,2.4673,-3.3616
-1.4140503139808167,12.3784,0.70403,-7.5836,-3.13,0.3019
-1.2263005598481898,11.0334,3.1863,-4.8888,-2.2441,-0.2086
1.1102382747519783,6.2761,-1.5495,-2.4746,-0.1411,2.3616
-1.4013851885926876,-0.23798,0.56008,0.05602,-1.2537,-1.5491
1.4136899541540378,6.3258,0.89768,-6.6241,0.6444,2.183
0.008786248999862023,10.3671,-4.413,-4.0211,-2.4289,2.4465
1.2230660249228211,5.0097,-5.0394,-6.3862,-0.5363,2.9824
-0.9052092200733304,-10.5244,9.9176,-0.5026,2.657,-4.4674
-0.17272656365335226,-7.9026,6.7807,0.34179,2.3688,-2.7143
-0.8681805992712973,10.0132,-4.3239,-4.3276,-3.2349,1.4986
-1.3995135019336553,10.4023,-4.1722,-4.7582,-3.7943,0.9953
0.764890279914943,-0.68287,0.096532,1.1965,0.8866,0.6432
1.2828641677014192,2.0982,-3.1954,0.12843,0.3291,2.2367
-1.3919701089877772,-6.4479,6.0344,-0.20777,0.7821,-3.566
-0.9837598976823542,2.1065,-0.28305,1.5625,-1.3563,-0.6112
0.024688317291243322,3.4598,-3.4405,-3.4276,-1.1824,1.2318
-0.648518152923458,8.0764,-3.0515,-1.7155,-2.4703,1.1732
0.7590047730820157,-2.2038,-0.0954,0.56421,1.0705,0.4475
-1.133566369073442,3.1929,-2.1055,0.29653,-2.0336,-0.2335
1.2897980179266426,4.0744,-4.7635,-2.6129,-0.2741,2.8537
1.0442624535096257,6.7334,1.0708,-0.9332,0.2484,1.8401
-1.3978639611577413,-0.22763,1.488,1.2069,-1.0661,-1.7296
0.7383450155269599,9.3221,2.1307,-4.3793,-0.2338,1.7105
-0.8276839632060234,-7.108,5.6454,0.31335,1.3676,-3.023
0.1310429729242928,-4.4862,3.6558,-0.61251,1.5351,-1.273
-1.0534532247835593,-6.6362,10.5405,-0.89182,2.0501,-4.157
-1.3778666417459917,7.2756,-2.4766,-1.2099,-2.9645,0.2088
1.1208385046885176,7.9295,0.61663,-3.2646,0.0547,2.1869
-1.0009884911824114,2.0755,-0.2702,1.2379,-1.3664,-0.6356
0.3988626136357976,1.7734,-2.2469,-0.68104,-0.3165,1.1143
-0.3398775461748704,3.5178,0.7623,0.81119,-0.7151,0.0353
1.4072830182366822,6.5906,0.55837,-0.44182,0.5304,2.2842
0.3845264329371588,-0.23591,0.020273,0.76334,0.424,0.3451
1.3951920247504466,3.6771,-4.0771,-2.0711,0.0282,2.7622
-0.15566018012758975,3.0025,-3.6067,-3.4457,-1.3274,1.0161
-0.9345194205991447,-0.14279,0.97565,0.045675,-0.718,-1.1511
1.2509862112954284,8.035,-0.19651,-2.1888,0.0064,2.4955
-0.9166597836403909,1.7071,-0.051701,1.4926,-1.1831,-0.6503
0.2664315113945924,2.4811,-2.8673,-0.89828,-0.6792,1.2121
-1.12137472985672,1.7837,2.1161,0.61334,-0.9657,-1.277
-0.9350617196876233,-7.3191,7.8981,1.2289,1.7424,-3.6125
-1.2945739599040387,2.9073,1.0579,0.40774,-1.5191,-1.0701
-0.56240951576971,2.8763,0.1548,-1.2086,-0.9629,-0.1619
-1.1528773119589057,8.2274,-2.4166,-1.5875,-2.8703,0.5646
1.4137193401499708,0.29176,-1.6506,0.83834,1.0398,1.7876
-1.3884974056896908,3.0211,-2.4132,-2.4241,-2.3243,-0.4527
-1.2786619538798323,9.6718,-3.9606,-3.1625,-3.5216,0.9642
-1.413489796096407,11.5176,1.8231,-5.375,-2.7765,-0.0505
-1.0953810587059545,6.2265,0.12224,-1.4466,-2.0049,-0.1859
-0.6197168244448064,-6.541,4.8151,-0.033204,1.3245,-2.5639
0.12232937377577546,-3.3771,4.1211,1.5043,1.4531,-1.2085
0.9118004536441158,8.0102,0.4247,-3.2207,-0.2048,2.0284
0.7012928169198747,-0.64562,-0.42014,0.89136,0.7141,0.6885
-0.009320755289623506,4.0723,-0.23678,-2.1151,-0.6675,0.6489
-0.6901241505721054,7.2052,-3.2846,-1.1608,-2.4278,1.0476
1.2505992723156574,7.1328,-0.31475,-1.1828,0.1177,2.3835
1.3460598161405335,3.3605,-4.5064,-4.0431,-0.0593,2.7514
-1.4141817682406543,-0.10554,1.9336,1.1358,-1.0116,-1.8167
-1.3814433928594738,-0.16762,1.321,-0.20906,-1.0921,-1.6708
0.14933706346037212,3.5757,0.35273,0.2836,-0.3165,0.6151
-1.1695189331219955,0.91254,1.5806,0.39352,-0.9903,-1.3488
-1.1046082933778152,5.6264,-2.1235,0.19309,-2.3733,0.1641
-1.0456914951984309,1.0926,-0.35502,-0.59958,-1.2806,-0.8108
0.472814364551597,0.43661,4.5864,-0.3151,1.3246,-0.379
-0.2767887980473218,-12.9723,12.9817,-2.684,4.2654,-4.819
-1.221685584892642,2.4976,1.0313,0.96894,-1.3901,-1.0533
-1.3754118228368444,-3.9585,4.3439,1.3517,0.0871,-2.838
0.5989101412777739,-0.38696,-0.47841,0.62627,0.5613,0.6365
1.379170878495287,1.0015,-2.2726,-0.0060486,0.7744,1.9839
1.1063787258088271,-0.08485,4.1785,0.59136,1.9548,0.258
-1.0521416735899372,-6.3444,4.6575,0.16981,0.831,-2.9353
1.3112145670038307,7.6584,0.5558,-2.9155,0.2736,2.3488
-1.254459552808133,10.9072,-4.5775,-4.4271,-3.806,1.2971
0.8661373454707025,10.3216,-3.7121,-6.1185,-1.4245,3.1568
1.1089493598766562,3.2219,-3.4302,-2.8457,-0.0604,2.2783
0.5355909224750095,5.8747,-2.8167,-0.30087,-0.909,1.9801
0.23224346176195476,0.5587,-0.38587,-0.66423,0.0713,0.3932
1.3940948776924103,3.8944,-4.7275,-4.3948,-0.1356,2.9238
1.4141717780979972,9.1048,-0.38758,-5.9763,-0.0291,2.8574
0.9908550143949697,-4.7076,7.9186,-1.5487,3.2807,-1.299
0.5396218332280476,6.9383,0.57722,0.66377,-0.3857,1.4649
1.118441669251558,6.6755,-0.24278,-6.5775,0.0686,2.1683
-1.4133916768444077,-9.3304,9.233,-0.79871,1.8328,-4.6596
-1.2557074329806097,-6.5865,4.8486,-0.021566,0.702,-3.2134
0.5210893283200525,0.54214,-0.52725,0.6586,0.3343,0.7079
0.6030020007455894,6.0816,0.23705,-2.0116,-0.2618,1.4678
0.9276042317856401,4.2503,-4.9023,-2.6621,-0.6904,2.5456
-1.2679655378111656,3.5074,-1.7842,-3.8491,-2.1509,-0.385
0.6238990808719471,7.6625,0.15394,-3.1108,-0.4947,1.7425
-1.375341156771131,-0.10554,1.2798,1.0414,-1.1036,-1.6471
-1.0604965186561162,7.6336,-1.9427,-0.37458,-2.5941,0.4731
1.3049319977425868,8.3847,-2.0567,-0.90345,-0.3641,2.974
-1.2667755714948346,1.1112,1.7425,1.3388,-1.085,-1.4486
1.3985759670335187,5.2022,-5.2159,-6.1211,-0.4249,3.2221
-0.9666755925186473,3.1122,0.80857,0.4336,-1.2718,-0.6616
1.0227298961159241,9.1814,-1.6326,-1.7375,-0.681,2.7265
